152,9,
152,93.505752247279119,
152,304.77013286547691,
152,516.03451348367469,
152,727.29889410187081,
152,938.56327472006694,
152,1149.827655338265,
152,1361.0920359564645,
152,1572.3564165746641,
152,1696.9569148683543,
152,2058.5765931605924,
152,2420.196271452824,2334.2761989748656
152,2781.8159497450556,2486.1138614181195
152,3143.4356280372872,2637.9515238613735
Waiting
152,3684.5890334091614,2759.5408975352925
152,4098.5374953455184,2963.7073436226715
152,4512.4859572818887,3167.8737897100505
152,4669.696146641917,3115.3019632211012
152,5041.7986315056887,3380.708448007304
152,5413.9011163694604,3406.3297545941628
152,5786.0036012332321,3431.9510611810215
152,6158.1060860970038,3457.5723677678802
152,6530.2085709607754,3483.193674354739
152,6638.4452232804715,3244.9491483975094
152,6888.7346832668054,3330.6809699263672
152,7139.0241432531393,3156.5937501956582
152,7389.3136032394732,2982.5065304649493
152,7639.6030632258071,3048.8994292405646
Waiting
152,8043.6474892511478,2685.5257645823585
152,8383.335585978255,2635.0012728263218
Waiting
152,8863.8995615247095,2335.140071406483
152,9214.303315670064,2582.3186839195882
Waiting
152,9663.7057248090186,2539.6226093341452
152,9966.6138866491328,2596.481529312076
152,10093.214382167123,2477.0327829678622
152,10428.745928698907,2607.5232946144702
152,10764.27747523069,2759.7869257370944
152,10898.21538023657,2570.3108623738694
152,11225.505518563341,2574.1870323315356
152,11552.795656890112,2763.1149880519147
152,11880.085795216883,2740.001372233331
Waiting
152,12351.020491450341,2762.0717434290259
152,12696.494204885654,2814.0066083086208
152,12806.470490197031,2796.7827259125152
152,13057.900203423183,2728.0094708331881
Waiting
152,13557.736512644269,2697.8546601003427
152,14010.759013194702,2881.3086689041565
152,14112.314082102252,2645.9031231284653
152,14326.374788714815,2523.003215057789
152,14540.435495327378,2467.4954299237606
152,14754.496201939941,2474.1749704838521
152,14890.656438897711,2264.6999306874986
152,15256.32500844851,2511.7936012863156
152,15402.322797597712,2410.5521724297942
152,15766.643173792922,2577.0811742204278
152,16130.963549988131,2685.3521761064003
Waiting
152,16544.42915784791,2520.4080018568984
152,16747.778002687257,2487.3954689700704
152,16951.126847526604,2454.3829360832424
Waiting
152,17238.545657379655,2364.1548022404504
152,17444.719081954827,2217.1143118915325
152,17650.892506529999,2277.4473890483014
152,17821.368990479277,2071.93605082969
152,18291.563757412077,2166.1429955945637
152,18761.758524344878,2373.1462870097989
152,19231.953291277678,2702.5055746408134
152,19702.148058210478,2971.5067997139431
Waiting
152,20343.081817314756,3330.5015855074134
152,20787.268212345094,3565.4539974579166
152,21231.454607375432,3800.4064094084197
152,21675.64100240577,4042.3332874615858
152,21858.383806048041,4026.4946187595006
152,22317.774937968788,4027.620814500945
152,22777.166069889536,4028.7470102423895
152,23236.557201810283,4029.8732059838339
152,23695.94833373103,4030.9994017252784
152,24155.339465651778,4139.0540825752159
Waiting
152,24792.082777275333,4140.066950802624
152,25241.867499597844,4200.6289526785386
152,25691.652221920354,4261.1909545544531
152,26141.436944242865,4464.467953927453
152,26591.221666565376,4564.5682736141771
152,26740.972783333338,4258.2092999876249
152,27108.495399762098,4169.6218260218529
152,27476.018016190857,4081.0343520560809
152,27843.540632619617,3992.4468780902953
152,28211.063249048377,3903.8594041245096
152,28373.266814812414,3886.4785701411311
152,28797.768878213174,3897.7650893033806
152,29222.270941613933,3909.0516084656301
152,29646.773005014693,3920.3381276278797
Waiting
152,30077.353779964396,3524.4878141006293
152,30288.305260132947,3598.7087715528546
152,30499.256740301498,3474.3238756076275
152,30710.208220470049,3349.9389796624005
152,30921.1597006386,3225.5540837171734
152,31132.111180807151,3101.1691877719463
Waiting
152,31428.062111350504,2853.3444523501867
152,31639.67665399125,2640.4569315901726
152,31851.291196631995,2427.5694108301586
152,32062.905739272741,2214.6818900701446
152,32274.520281913487,2327.7707041592839
152,32486.134824554232,2328.7084738254362
152,32697.749367194978,2329.6462434915884
152,32909.363909835723,2330.5840131577406
152,33083.575539700636,2294.1188700480884
152,33593.742791703429,2593.6093490763019
152,34103.910043706222,2914.1675054019706
152,34614.077295709016,3318.0472181301284
152,35124.244547711809,3615.6393915836779
152,35315.130510353665,3593.950275676325
152,35726.440726162,3792.6854129355524
152,36137.750941970335,3991.4205501947799
152,36549.061157778669,4190.1556874540074
152,36960.371373587004,4388.8908247132349
152,37128.789845033047,4344.7342176100992
152,37598.515837682011,4708.1726709844825
152,38068.241830330975,4717.655202889905
152,38537.967822979939,4675.9995724904866
152,39007.693815628903,4634.3439420910681
152,39203.597096329977,4318.8655997437427
152,39753.45192539382,4527.7993467753395
152,40303.306754457662,4767.3278196783767
152,40853.161583521505,4894.0103448865657
152,41403.016412585348,5020.6928700947547
152,41952.871241649191,5147.3753953029436
Waiting
152,42660.958692045446,5208.1459916773629
152,43078.579284766878,5133.999744763275
152,43496.19987748831,5059.8534978491871
152,43913.820470209743,4985.7072509350992
152,44331.441062931175,5206.6211078023889
152,44749.061655652607,5076.3530945375942
Waiting
